Kingdom,Subkingdom,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order,Suborder,InfraOrder,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,Section,Subsection,Species,Subspecies,Variety,Subvariety,Form,Subform,comments,scientificName,taxon_author,nameType,usage,nameSource,url,Group,User
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cardioidea,Cardiidae,,,,Vepricardium,,,,incarnatum,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Vepricardium incarnatum,"(Reeve, 1844)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cardioidea,Cardiidae,,,,Vepricardium,,,,multispinosum,,,,,,"Source of name, Swennen et al, 2001",Vepricardium multispinosum,"(Sowerby II, 1841)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cardioidea,Cardiidae,,,,Vepricardium,,,,sinense,,,,,,"Source of name, Swennen et al, 2001",Vepricardium sinense,"(Sowerby II, 1841)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cardioidea,Tridacnidae,,,,Hippopus,,,,hippopus,,,,,,"Source of name, Wells & Bryce, 1988",Hippopus hippopus,"(Linnaeus, 1758)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cardioidea,Tridacnidae,,,,Hippopus,,,,porcellanus,,,,,,"Source of name, Abbott & Dance, 1982",Hippopus porcellanus,"Rosewater, 1982",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cardioidea,Tridacnidae,,,,Tridacna,,,,crocea,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Tridacna crocea,"Lamarck, 1819",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cardioidea,Tridacnidae,,,,Tridacna,,,,derasa,,,,,,"Source of name, Lamprell & Whitehead, 1992",Tridacna derasa,"(Röding, 1798)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cardioidea,Tridacnidae,,,,Tridacna,,,,gigas,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Tridacna gigas,"(Linnaeus, 1758)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cardioidea,Tridacnidae,,,,Tridacna,,,,maxima,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Tridacna maxima,"(Röding, 1798)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cardioidea,Tridacnidae,,,,Tridacna,,,,sp.,,,,,,"Source of name, sensu SBMNH",Tridacna sp.,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cardioidea,Tridacnidae,,,,Tridacna,,,,squamosa,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Tridacna squamosa,"Lamarck, 1819",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cyamioidea,Cyamiidae,,,,Cyamiomactra,,,,balaustina,,,,,,"Source of name, Lamprell & Healy, 1998",Cyamiomactra balaustina,"Gould, 1861",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cyamioidea,Cyamiidae,,,,Cyamiomactra,,,,carina,,,,,,"Source of name, Lamprell & Healy, 1998",Cyamiomactra carina,"Laseron, 1953",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cyamioidea,Cyamiidae,,,,Cyamiomactra,,,,communis,,,,,,"Source of name, Lamprell & Healy, 1998",Cyamiomactra communis,"Hedley, 1906",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cyamioidea,Cyamiidae,,,,Cyamiomactra,,,,distorta,,,,,,"Source of name, Lamprell & Healy, 1998",Cyamiomactra distorta,"Laseron, 1953",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cyamioidea,Cyamiidae,,,,Cyamiomactra,,,,mactroides,,,,,,"Source of name, Lamprell & Healy, 1998",Cyamiomactra mactroides,"Tate & May, 1900",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cyamioidea,Cyamiidae,,,,Cyamiomactra,,,,problematica,,,,,,"Source of name, Lamprell & Healy, 1998",Cyamiomactra problematica,"Bernard, 1897",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cyamioidea,Cyamiidae,,,,Cyamiomactra,,,,symmetrica,,,,,,"Source of name, Lamprell & Healy, 1998",Cyamiomactra symmetrica,"Laseron, 1953",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cyamioidea,Cyamiidae,,,,Cyamium,,,,commune,,,,,,"Source of name, original literature",Cyamium commune,"Thiele, 1912",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cyamioidea,Cyamiidae,,,,Cyamium,,,,problematicum,,,,,,"Source of name, Powell, 1979",Cyamium problematicum,"(Bernard, 1897)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cyamioidea,Cyamiidae,,,,Gaimardia,,,,finlayi,,,,,,"Source of name, Powell, 1979",Gaimardia finlayi,"(Powell, 1933)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cyamioidea,Cyamiidae,,,,Gaimardia,,,,forsteriana,,,,,,"Source of name, Powell, 1979",Gaimardia forsteriana,"Finlay, 1927",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cyamioidea,Cyamiidae,,,,Gaimardia,,,,minutissima,,,,,,"Source of name, Powell, 1979",Gaimardia minutissima,"(Iredale, 1908)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Cyamioidea,Cyamiidae,,,,Gaimardia,,,,trapesina,,,,,,"Source of name, Powell, 1979",Gaimardia trapesina,"(Lamarck, 1819)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
