Kingdom,Subkingdom,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order,Suborder,InfraOrder,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,Section,Subsection,Species,Subspecies,Variety,Subvariety,Form,Subform,comments,scientificName,taxon_author,nameType,usage,nameSource,url,Group,User
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Montacuta,,,,elevata,,,,,,"Source of name, ITIS, 2000",Montacuta elevata,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Montacuta,,,,ferruginosa,,,,,,"Source of name, Tebble, 1966",Montacuta ferruginosa,(Montagu),Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Montacuta,,,,jervisensis,,,,,,"Source of name, Lamprell & Healy, 1998",Montacuta jervisensis,"Laseron, 1956",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Montacuta,,,,limpida,,,,,,"Source of name, ITIS, 2000",Montacuta limpida,"Dall, 1899",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Montacuta,,,,meridionalis,,,,,,"Source of name, Lamprell & Healy, 1998",Montacuta meridionalis,"Tate, 1887",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Montacuta,,,,minuscula,,,,,,"Source of name, ITIS, 2000",Montacuta minuscula,"Dall, 1899",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Montacuta,,,,percompressa,,,,,,"Source of name, ITIS, 2000",Montacuta percompressa,"Dall, 1899",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Montacuta,,,,semiradiata,,,,,,"Source of name, Lamprell & Healy, 1998",Montacuta semiradiata,"Tate, 1888",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Montacuta,,,,spitzbergensis,,,,,,"Source of name, Kantor & Sysoev, 2005",Montacuta spitzbergensis,"Knipowitsch, 1901",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Montacuta,,,,substriata,,,,,,"Source of name, Tebble, 1966",Montacuta substriata,"(Montagu, 1808)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Montacuta,,,,vitreus,,,,,,"Source of name, Lamprell & Healy, 1998",Montacuta vitreus,"(Hedley, 1907)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Montacuta,,,,voringi,,,,,,"Source of name, ITIS, 2000",Montacuta voringi,"Friele, 1877",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Montacutona,,,,mutsuwanensis,,,,,,"Source of name, Lamprell & Healy, 1998",Montacutona mutsuwanensis,"(Yamamoto & Habe, 1959)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Myllita,,,,deshayesi,,,,,,"Source of name, Abbott and Dance, 1982",Myllita deshayesi,"Orbigny & Récluz, 1850",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Myllitella,,,,vivens,,,,,,"Source of name, Powell, 1979",Myllitella vivens,"Finlay, 1927",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,Montacutona,,,compacta,,,,,,"Source of name, Morton & Scott 1989",Mysella (Montacutona) compacta,"(Gould, 1861)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,Montacutona,,,matsuwanensis,,,,,,"Source of name, original literature",Mysella (Montacutona) matsuwanensis,"(Yamamoto & Habe, 1959)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,alpha,,,,,,"Source of name, Powell, 1979",Mysella alpha,"Powell, 1937",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,angasiana,,,,,,"Source of name, Lamprell & Healy, 1998",Mysella angasiana,"Tate, 1881",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,anomola,,,,,,"Source of name, Lamprell & Healy, 1998",Mysella anomola,"Angas, 1877",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,aupouria,,,,,,"Source of name, Powell, 1979",Mysella aupouria,"Powell, 1937",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,beta,,,,,,"Source of name, Powell, 1979",Mysella beta,"Powell, 1937",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,bidentata,,,,,,"Source of name, Kantor & Sysoev, 2005",Mysella bidentata,"(Montagu, 1803)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,casta,,,,,,"Source of name, ITIS, 2000",Mysella casta,"(A. E. Verrill and Bush, 1898)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,charcoti,,,,,,"Source of name, Powell, 1979",Mysella charcoti,"(Lamy, 1906)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,cretacea,,,,,,"Source of name, Lamprell & Healy, 1998",Mysella cretacea,"Laseron, 1956",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,dawsoni,,,,,,"Source of name, Poppe & Goto, 1993",Mysella dawsoni,"(Jeffreys, 1864)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,derjugini,,,,,,"Source of name, Kantor & Sysoev, 2005",Mysella derjugini,"Gorbunov, 1952",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,donaciformis,,,,,,"Source of name, Lamprell & Healy, 1998",Mysella donaciformis,"Angas, 1878",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,dromanaensis,,,,,,"Source of name, Lamprell & Healy, 1998",Mysella dromanaensis,"(Gatliff & Gabriel, 1912)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,gurjanovae,,,,,,"Source of name, Kantor & Sysoev, 2005",Mysella gurjanovae,"Scarlato & Ivanova, 1974",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,henryi,,,,,,"Source of name, Powell, 1979",Mysella henryi,"Fleming, 1948",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,hounselli,,,,,,"Source of name, Powell, 1979",Mysella hounselli,"(Powell, 1931)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,kurilensis,,,,,,"Source of name, Kantor & Sysoev, 2005",Mysella kurilensis,"Scarlato & Ivanova, 1974",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,lachlani,,,,,,"Source of name, Powell, 1979",Mysella lachlani,"Dell, 1952",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,lactea,,,,,,"Source of name, Lamprell & Healy, 1998",Mysella lactea,"Hedley, 1902",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,larochei,,,,,,"Source of name, Powell, 1979",Mysella larochei,"Powell, 1940",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,macquariensis,,,,,,"Source of name, Powell, 1979",Mysella macquariensis,"(Hedley, 1916)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,moelleri,,,,,,"Source of name, ITIS, 2000",Mysella moelleri,"(Morch, 1875)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,morioria,,,,,,"Source of name, Powell, 1979",Mysella morioria,"Dell, 1952",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,ovalis,,,,,,"Source of name, Lamprell & Healy, 1998",Mysella ovalis,"Tate, 1892",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,ovata,,,,,,"Source of name, ITIS, 2000",Mysella ovata,"(Jeffreys, 1881)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,pedroana,,,,,,"Source of name, Coan et al. 2000",Mysella pedroana,"Dall, 1899",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,planata,,,,,,"Source of name, Coan et al. 2000",Mysella planata,"(Krause, 1885)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,planulata,,,,,,"Source of name, ITIS, 2000",Mysella planulata,"(Stimpson, 1851)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,sp. H,,,,,,"Source of name, sensu SBMNH",Mysella sp H,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,sp.,,,,,,"Source of name, sensu SBMNH",Mysella sp.,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,striatula,,,,,,"Source of name, ITIS, 2000",Mysella striatula,"A. E. Verrill and Bush, 1898",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,tellinula,,,,,,"Source of name, Powell, 1979",Mysella tellinula,"(Odhner, 1924)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,triangularis,,,,,,"Source of name, original literature",Mysella triangularis,"(A.Adams, 1856)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,triquetra,,,,,,"Source of name, ITIS, 2000",Mysella triquetra,"(A. E. Verrill and Bush, 1898)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,tumidula,,,,,,"Source of name, ITIS, 2000",Mysella tumidula,"(Jeffreys, 1866)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,unidentata,,,,,,"Source of name, Powell, 1979",Mysella unidentata,"(Odhner, 1924)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Mysella,,,,ventricosa,,,,,,"Source of name, Kantor & Sysoev, 2005",Mysella ventricosa,"Scarlato, 1981",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Neaeromya,,,,chacei,,,,,,"Source of name, ITIS, 2000",Neaeromya chacei,"(Dall, 1916)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Neaeromya,,,,compressa,,,,,,"Source of name, Coan et al. 2000",Neaeromya compressa,"(Dall, 1899)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Neaeromya,,,,floridana,,,,,,"Source of name, ITIS, 2000",Neaeromya floridana,"(Dall, 1899)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Neaeromya,,,,myaciformis,,,,,,"Source of name, ITIS, 2000",Neaeromya myaciformis,"(Dall, 1916)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Neaeromya,,,,rugifera,,,,,,"Source of name, Coan et al. 2000",Neaeromya rugifera,"(Carpenter, 1864)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Neaeromya,,,,stearnsi,,,,,,"Source of name, ITIS, 2000",Neaeromya stearnsi,"(Dall, 1899)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Nesobornia,,,,bulla,,,,,,"Source of name, Okutani, 2000",Nesobornia bulla,"(Gould, 1862)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Nipponomontacuta,,,,actinariophila,,,,,,"Source of name, Okutani, 2000",Nipponomontacuta actinariophila,"Yamamoto & Habe, 1961",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Nipponomysella,,,,obesa,,,,,,"Source of name, Kantor & Sysoev, 2005",Nipponomysella obesa,"Habe, 1960",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Nipponomysella,,,,subtruncata,,,,,,"Source of name, Okutani, 2000",Nipponomysella subtruncata,"(Yokoyama, 1922)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Orobitella,,,,bakeri,,,,,,"Source of name, ITIS, 2000",Orobitella bakeri,"(Dall, 1916)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Orobitella,,,,californica,,,,,,"Source of name, Coan et al. 2000",Orobitella californica,"(Dall, 1899)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Orobitella,,,,floridana,,,,,,"Source of name, ITIS, 2000",Orobitella floridana,"(Dall, 1899)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Orobitella,,,,jipijapa,,,,,,"Source of name, original literature",Orobitella jipijapa,"Olsson, 1961",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Orobitella,,,,limpida,,,,,,"Source of name, ITIS, 2000",Orobitella limpida,"(Dall, 1899)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Orobitella,,,,margarita,,,,,,"Source of name, original literature",Orobitella margarita,"Olsson, 1961",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Orobitella,,,,obliqua,,,,,,"Source of name, Coan & Valentich-Scott, 2004 ms",Orobitella obliqua,"(G. B. Sowerby II, 1862)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Orobitella,,,,oblonga,,,,,,"Source of name, Keen, 1971",Orobitella oblonga,"(Carpenter, 1857)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Orobitella,,,,peruviana,,,,,,"Source of name, original literature",Orobitella peruviana,"Olsson, 1961",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Orobitella,,,,sechura,,,,,,"Source of name, original literature",Orobitella sechura,"Olsson, 1961",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Orobitella,,,,sp.,,,,,,"Source of name, SBMNH historic",Orobitella sp.,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Orobitella,,,,stearnsi,,,,,,"Source of name, Olsson, 1961",Orobitella stearnsi,"(Dall, 1899)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Orobitella,,,,zorrita,,,,,,"Source of name, original literature",Orobitella zorrita,"Olsson, 1961",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Parabolniola,,,,matsumotoi,,,,,,"Source of name, Okutani, 2000",Parabolniola matsumotoi,"Habe, 1958",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Parabornia,,,,squillina,,,,,,"Source of name, ITIS, 2000",Parabornia squillina,"Boss, 1965",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Pileatona,,,,compressa,,,,,,"Source of name, Lamprell & Healy, 1998",Pileatona compressa,"Laseron, 1956",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Platomysia,,,,rugata,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Platomysia rugata,"(Habe, 1951)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Pristes,,,,oblongus,,,,,,"Source of name, Coan et al. 2000",Pristes oblongus,"Carpenter, 1864",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Pristes,,,,sp.,,,,,,"Source of name, SBMNH historic",Pristes sp.,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Pseudopythina,Borniopsis,,,ariakensis,,,,,,"Source of name, original literature",Pseudopythina (Borniopsis) ariakensis,"(Habe, 1959)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Pseudopythina,Borniopsis,,,maipoensis,,,,,,"Source of name, original literature",Pseudopythina (Borniopsis) maipoensis,"Morton & Scott, 1989",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Pseudopythina,Borniopsis,,,nodosa,,,,,,"Source of name, original literature",Pseudopythina (Borniopsis) nodosa,"Morton & Scott, 1989",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Pseudopythina,Borniopsis,,,ochetostomae,,,,,,"Source of name, original literature",Pseudopythina (Borniopsis) ochetostomae,"Morton & Scott, 1989",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Galeommatoidea,Lasaeidae,,,,Pseudopythina,Borniopsis,,,tsurumaru,,,,,,"Source of name, original literature",Pseudopythina (Borniopsis) tsurumaru,"(Habe, 1959)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
