"File Name"	"Magnification"	"AcceleratingVoltageV"	"EmissionCurrentNA"	"WorkingDistanceUm"	"SignalName"	"Vacuum"	"MicronMarkerNm"	"SpecimenBias"	"SpotSize"	"Author"	"LocationPlace"	"LocationInstitution"	"Genus"	"Species"	"Subfamily"	"Family"	"Superfamily"	"Suborder"	"SexStage"	"View"	"DeviceMakerAndModel"	"ImageType"	"MountedParts"	"Comments"	"Order"	"Project"	"IDPreparation"	"Side"	"Copyright"	"IsLegacy"	"Contributor"	"OriginalFileName"	"LegacyReference"	"LegacyAuthorizedPublicRelease"	"ContainsScale"	"ImageWidthUm"	"AssociatedFileNameImageData"	"PixelSizeNm"	"SpeciesAutorDate"	"SpecimenOldCode"	"IsTypeSpecies"	"IDVoucher"	"PreparationType"	"PreparationAuthor"	"PreparationNotes"	"ATOLARAnumber"	"CollectionCode"	"Country"	"ProvRegionState"	"DistrictCountyMunicipality"	"Locality"	"IsTypeLocality"	"LAT"	"LONG"	"CollectedBy"	"AcquiredFrom"	"DD1"	"MM1"	"YYYY1"	"DD2"	"MM2"	"YYYY2"	"altitude"	"HabitatAndCollectionMethod"	"IdentifiedBy"	"IdentifiedDate"	"IdentificationNotes"	"VoucherRepository"	"SpecimenNotes"	"IdentificationString"	"SpeciesCode"	"OtherSpecimenCode"	"VoucherAvailable"	"DateCreated"	"TimeCreated"	"StandardViewsIDs"	"SmallerRegionsIDs"	"TerminalNameInMatrix"

"717bILeft metatarsal scopula female.jpg"	700	10,000	7,000	24,600	"SE(M)"	"High"	"50000"	"1"	0	"Martin J. Ramirez"	"New York"	"AMNH"	"Vulsor"	"Vulsor indet."		"Ctenidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"left leg I"	"Notes identification: Vulsor sp.n"	"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00717"	"left"	"2002 Martin J. Ramirez"	No	"Martin J. Ramirez"	"717bILeft metatarsal scopula female.tif"		No	No	0	"717bILeft metatarsal scopula female.txt"	0.00	" "		No		"SEM"	"Martín J. Ramírez"				"Madagascar"	"Fiantanarosa"		"Parc Nationale Ranomafana, Talatakely"		"21°14.9'S"	"47°25.6'E"	"C. Griswold, D. Kavanaugh, N. Penny, M. Raherilalao, J. Ranoriaranarisoa, J. Schweikert, D. Ubick"		19	4	1,998	30	0	0		"Diana Silva Dávila"				"CAS"					Yes			"221.222"	"311.219.220.221"	"Vulsor"

"717bILeft tarsal claw tuft female.jpg"	900	10,000	6,500	20,100	"SE(M)"	"High"	"50000"	"1"	0	"Martin J. Ramirez"	"New York"	"AMNH"	"Vulsor"	"Vulsor indet."		"Ctenidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"left leg I"	"Notes identification: Vulsor sp.n"	"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00717"	"left"	"2002 Martin J. Ramirez"	No	"Martin J. Ramirez"	"717bILeft tarsal claw tuft female.tif"		No	No	0	"717bILeft tarsal claw tuft female.txt"	0.00	" "		No		"SEM"	"Martín J. Ramírez"				"Madagascar"	"Fiantanarosa"		"Parc Nationale Ranomafana, Talatakely"		"21°14.9'S"	"47°25.6'E"	"C. Griswold, D. Kavanaugh, N. Penny, M. Raherilalao, J. Ranoriaranarisoa, J. Schweikert, D. Ubick"		19	4	1,998	30	0	0		"Diana Silva Dávila"				"CAS"					Yes				"312.223"	"Vulsor"

"717cILeft tarsus female.jpg"	45	10,000	7,000	19,200	"SE(M)"	"High"	"1000000"	"1"	0	"Martin J. Ramirez"	"New York"	"AMNH"	"Vulsor"	"Vulsor indet."		"Ctenidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"left leg I"	"Notes identification: Vulsor sp.n"	"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00717"	"left"	"2002 Martin J. Ramirez"	No	"Martin J. Ramirez"	"717cILeft tarsus female.tif"		No	No	0	"717cILeft tarsus female.txt"	0.00	" "		No		"SEM"	"Martín J. Ramírez"				"Madagascar"	"Fiantanarosa"		"Parc Nationale Ranomafana, Talatakely"		"21°14.9'S"	"47°25.6'E"	"C. Griswold, D. Kavanaugh, N. Penny, M. Raherilalao, J. Ranoriaranarisoa, J. Schweikert, D. Ubick"		19	4	1,998	30	0	0		"Diana Silva Dávila"				"CAS"					Yes			"128"	"88"	"Vulsor"

"717dILeft tarsal scopula female.jpg"	250	10,000	6,500	20,300	"SE(M)"	"High"	"200000"	"1"	0	"Martin J. Ramirez"	"New York"	"AMNH"	"Vulsor"	"Vulsor indet."		"Ctenidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"left leg I"	"Notes identification: Vulsor sp.n"	"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00717"	"left"	"2002 Martin J. Ramirez"	No	"Martin J. Ramirez"	"717dILeft tarsal scopula female.tif"		No	No	0	"717dILeft tarsal scopula female.txt"	0.00	" "		No		"SEM"	"Martín J. Ramírez"				"Madagascar"	"Fiantanarosa"		"Parc Nationale Ranomafana, Talatakely"		"21°14.9'S"	"47°25.6'E"	"C. Griswold, D. Kavanaugh, N. Penny, M. Raherilalao, J. Ranoriaranarisoa, J. Schweikert, D. Ubick"		19	4	1,998	30	0	0		"Diana Silva Dávila"				"CAS"					Yes			"221"	"311.219.220"	"Vulsor"

"717eILeft tarsal organ female.jpg"	2,500	10,000	7,000	19,700	"SE(M)"	"High"	"20000"	"1"	0	"Martin J. Ramirez"	"New York"	"AMNH"	"Vulsor"	"Vulsor indet."		"Ctenidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"left leg I"	"Notes identification: Vulsor sp.n"	"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00717"	"left"	"2002 Martin J. Ramirez"	No	"Martin J. Ramirez"	"717eILeft tarsal organ female.tif"		No	No	0	"717eILeft tarsal organ female.txt"	0.00	" "		No		"SEM"	"Martín J. Ramírez"				"Madagascar"	"Fiantanarosa"		"Parc Nationale Ranomafana, Talatakely"		"21°14.9'S"	"47°25.6'E"	"C. Griswold, D. Kavanaugh, N. Penny, M. Raherilalao, J. Ranoriaranarisoa, J. Schweikert, D. Ubick"		19	4	1,998	30	0	0		"Diana Silva Dávila"				"CAS"					Yes			"354"	"310"	"Vulsor"

"717fILeft tarsal trichobothria female.jpg"	1,800	10,000	6,500	19,700	"SE(M)"	"High"	"30000"	"1"	0	"Martin J. Ramirez"	"New York"	"AMNH"	"Vulsor"	"Vulsor indet."		"Ctenidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"left leg I"	"Notes identification: Vulsor sp.n"	"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00717"	"left"	"2002 Martin J. Ramirez"	No	"Martin J. Ramirez"	"717fILeft tarsal trichobothria female.tif"		No	No	0	"717fILeft tarsal trichobothria female.txt"	0.00	" "		No		"SEM"	"Martín J. Ramírez"				"Madagascar"	"Fiantanarosa"		"Parc Nationale Ranomafana, Talatakely"		"21°14.9'S"	"47°25.6'E"	"C. Griswold, D. Kavanaugh, N. Penny, M. Raherilalao, J. Ranoriaranarisoa, J. Schweikert, D. Ubick"		19	4	1,998	30	0	0		"Diana Silva Dávila"				"CAS"					Yes			"353"	"313.349.348"	"Vulsor"

"717gILeft tarsus female.jpg"	40	10,000	6,500	19,800	"SE(M)"	"High"	"1000000"	"1"	0	"Martin J. Ramirez"	"New York"	"AMNH"	"Vulsor"	"Vulsor indet."		"Ctenidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"left leg I"	"Notes identification: Vulsor sp.n"	"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00717"	"left"	"2002 Martin J. Ramirez"	No	"Martin J. Ramirez"	"717gILeft tarsus female.tif"		No	No	0	"717gILeft tarsus female.txt"	0.00	" "		No		"SEM"	"Martín J. Ramírez"				"Madagascar"	"Fiantanarosa"		"Parc Nationale Ranomafana, Talatakely"		"21°14.9'S"	"47°25.6'E"	"C. Griswold, D. Kavanaugh, N. Penny, M. Raherilalao, J. Ranoriaranarisoa, J. Schweikert, D. Ubick"		19	4	1,998	30	0	0		"Diana Silva Dávila"				"CAS"					Yes			"126"	"88"	"Vulsor"

"767aIVLeft claws female Stegodyphus.jpg"	450	10,000	6,500	19,600	"SE(M)"	"High"	"100000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"leg IV (metatarsus and calamistrum with a hole)"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00767"	"Left"		No		"767aIVLeft claws female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"113"	"Stegodyphus"

"767bIVLeft claws female Stegodyphus.jpg"	350	10,000	6,500	19,600	"SE(M)"	"High"	"100000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"leg IV (metatarsus and calamistrum with a hole)"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00767"	"Left"		No		"767bIVLeft claws female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"113"	"Stegodyphus"

"767cIVLeft tarsus female Stegodyphus.jpg"	130	10,000	6,000	19,800	"SE(M)"	"High"	"400000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"leg IV (metatarsus and calamistrum with a hole)"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00767"	"Left"		No		"767cIVLeft tarsus female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes			"212"	"112"	"Stegodyphus"

"767dIVLeft metatarsus female Stegodyphus.jpg"	80	10,000	6,000	21,000	"SE(M)"	"High"	"500000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"leg IV (metatarsus and calamistrum with a hole)"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00767"	"Left"		No		"767dIVLeft metatarsus female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"111"	"Stegodyphus"

"767eIVLeft calamistrum female Stegodyphus.jpg"	700	10,000	6,000	21,000	"SE(M)"	"High"	"50000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"leg IV (metatarsus and calamistrum with a hole)"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00767"	"Left"		No		"767eIVLeft calamistrum female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"237"	"Stegodyphus"

"767fIVLeft calamistrum female Stegodyphus.jpg"	2,500	10,000	6,000	20,900	"SE(M)"	"High"	"20000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"leg IV (metatarsus and calamistrum with a hole)"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00767"	"Left"		No		"767fIVLeft calamistrum female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes			"12"	"237.238"	"Stegodyphus"

"767gIVLeft tarsus female Stegodyphus.jpg"	130	10,000	6,000	20,000	"SE(M)"	"High"	"400000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"leg IV (metatarsus and calamistrum with a hole)"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00767"	"Left"		No		"767gIVLeft tarsus female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"112"	"Stegodyphus"

"767hIVLeft claws female Stegodyphus.jpg"	280	10,000	6,500	25,800	"SE(M)"	"High"	"200000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"leg IV (metatarsus and calamistrum with a hole)"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00767"	"Left"		No		"767hIVLeft claws female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"113"	"Stegodyphus"

"767iIVLeft claws female Stegodyphus.jpg"	300	10,000	6,500	26,800	"SE(M)"	"High"	"100000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"leg IV (metatarsus and calamistrum with a hole)"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00767"	"Left"		No		"767iIVLeft claws female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"113"	"Stegodyphus"

"767jIVLeft claws female Stegodyphus.jpg"	380	10,000	6,000	27,400	"SE(M)"	"High"	"100000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"leg IV (metatarsus and calamistrum with a hole)"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00767"	"Left"		No		"767jIVLeft claws female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"113"	"Stegodyphus"

"768aSpinnerets female Stegodyphus.jpg"	90	10,000	7,000	25,600	"SE(M)"	"High"	"500000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"			No		"768aSpinnerets female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"10"	"Stegodyphus"

"768bSpinnerets right female Stegodyphus.jpg"	130	10,000	6,500	25,600	"SE(M)"	"High"	"400000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"	"Right"		No		"768bSpinnerets right female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"10"	"Stegodyphus"

"768cCribellum ALS PMS female Stegodyphus.jpg"	110	10,000	7,000	26,800	"SE(M)"	"High"	"500000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"			No		"768cCribellum ALS PMS female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes			"251"	"35.36.37"	"Stegodyphus"

"768dCribellum female Stegodyphus.jpg"	6,000	10,000	7,000	26,700	"SE(M)"	"High"	"5000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"			No		"768dCribellum female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes			"253"	"276"	"Stegodyphus"

"768ePLS right female Stegodyphus.jpg"	450	10,000	6,500	26,100	"SE(M)"	"High"	"100000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"	"Right"		No		"768ePLS right female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"129"	"Stegodyphus"

"768fPLS right female Stegodyphus.jpg"	1,500	10,000	6,500	26,100	"SE(M)"	"High"	"30000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"	"Right"		No		"768fPLS right female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"129"	"Stegodyphus"

"768gPLS right female Stegodyphus.jpg"	490	10,000	6,500	25,000	"SE(M)"	"High"	"100000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"	"Right"		No		"768gPLS right female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"129"	"Stegodyphus"

"768hPLS right female Stegodyphus.jpg"	1,300	10,000	6,500	25,000	"SE(M)"	"High"	"40000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"	"Right"		No		"768hPLS right female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"129"	"Stegodyphus"

"768iPMS right female Stegodyphus.jpg"	800	10,000	6,500	25,200	"SE(M)"	"High"	"50000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"	"Right"		No		"768iPMS right female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"126"	"Stegodyphus"

"768jPMS left female Stegodyphus.jpg"	600	10,000	6,000	27,600	"SE(M)"	"High"	"50000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"	"Left"		No		"768jPMS left female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"126"	"Stegodyphus"

"768kPMS right female Stegodyphus.jpg"	900	10,000	6,000	25,100	"SE(M)"	"High"	"50000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"	"Right"		No		"768kPMS right female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"126"	"Stegodyphus"

"768lALS right female Stegodyphus.jpg"	400	10,000	6,500	25,200	"SE(M)"	"High"	"100000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"	"Right"		No		"768lALS right female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"125"	"Stegodyphus"

"768mALS right female Stegodyphus.jpg"	900	10,000	6,500	25,300	"SE(M)"	"High"	"50000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"	"Right"		No		"768mALS right female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"255"	"Stegodyphus"

"768nALS right female Stegodyphus.jpg"	450	10,000	6,000	26,400	"SE(M)"	"High"	"100000"	"1"	0	"Martín J.Ramírez"	"New York"	"AMNH"	"Stegodyphus"	"Stegodyphus mimosarum"		"Eresidae"		"Araneomorphae"	"female"		"Hitachi SEM s-4700"	"SEM"	"spinnerets"		"Araneae"	"Atlas Entelegynae/ATOL/Dionycha"	"MJR-00768"	"Right"		No		"768nALS right female Stegodyphus.tif"		No	No	0		0.00	"Pavesi 1883"		No		"SEM"	"Martín J. Ramírez"				"South Africa"	"KwaZulu-Natal"		"Phinda Resource Reserve"		"S27°50'43''"	"E32°18'49.1''"	"M. Ramírez"		13	4	2,001	15	4	2,001	"38 m"					"MACN-Ar"					Yes				"125"	"Stegodyphus"

